timestamp,user_id,protocol,src_port,dst_port,length
2025-06-25 16:45:00+06:00,104,UDP,53376,443,61
2025-06-25 16:45:00+06:00,104,UDP,53376,443,61
2025-06-25 16:45:00+06:00,262,UDP,42519,443,60
2025-06-25 16:45:00+06:00,110,UDP,36932,443,63
2025-06-25 16:45:00+06:00,34,"TCP (ACK,PSH)",53936,443,572
2025-06-25 16:45:00+06:00,34,TCP (ACK),53936,443,1432
2025-06-25 16:45:00+06:00,210,UDP,41570,443,63
2025-06-25 16:45:00+06:00,129,TCP (ACK),49356,443,52
2025-06-25 16:45:00+06:00,198,UDP,40910,443,108
2025-06-25 16:45:00+06:00,213,TCP (ACK),41280,443,1432
2025-06-25 16:45:00+06:00,68,UDP,38343,443,63
2025-06-25 16:45:00+06:00,253,TCP (ACK),60926,443,52
2025-06-25 16:45:00+06:00,198,UDP,40910,443,108
2025-06-25 16:45:00+06:00,177,UDP,44386,443,64
2025-06-25 16:45:00+06:00,88,TCP (ACK),55076,443,52
2025-06-25 16:45:00+06:00,212,UDP,33951,443,63
2025-06-25 16:45:00+06:00,210,UDP,51989,443,57
2025-06-25 16:45:00+06:00,75,TCP (ACK),53641,443,40
2025-06-25 16:45:00+06:00,75,TCP (ACK),53641,443,40
2025-06-25 16:45:00+06:00,172,"TCP (ACK,PSH)",34568,443,140
2025-06-25 16:45:00+06:00,172,"TCP (ACK,PSH)",34568,443,172
2025-06-25 16:45:00+06:00,71,UDP,44312,443,57
2025-06-25 16:45:00+06:00,236,UDP,42706,443,86
2025-06-25 16:45:00+06:00,222,TCP (ACK),53090,443,80
2025-06-25 16:45:00+06:00,222,UDP,53362,443,73
2025-06-25 16:45:00+06:00,222,TCP (ACK),53090,443,72
2025-06-25 16:45:00+06:00,222,TCP (ACK),53092,443,64
2025-06-25 16:45:00+06:00,155,UDP,47870,443,74
2025-06-25 16:45:00+06:00,95,TCP (ACK),60408,443,52
2025-06-25 16:45:00+06:00,95,UDP,47370,443,64
2025-06-25 16:45:00+06:00,95,UDP,47370,443,63
2025-06-25 16:45:00+06:00,194,TCP (ACK),36430,443,52
2025-06-25 16:45:00+06:00,88,"TCP (ACK,PSH)",40320,443,126
2025-06-25 16:45:00+06:00,73,UDP,47320,443,140
2025-06-25 16:45:00+06:00,73,UDP,47320,443,108
2025-06-25 16:45:00+06:00,110,UDP,36932,443,63
2025-06-25 16:45:00+06:00,86,UDP,40793,10018,89
2025-06-25 16:45:00+06:00,12,UDP,39686,443,140
2025-06-25 16:45:00+06:00,238,UDP,1225,3268,1069
2025-06-25 16:45:00+06:00,253,TCP (ACK),60926,443,52
2025-06-25 16:45:00+06:00,238,UDP,1225,3268,1069
2025-06-25 16:45:00+06:00,76,UDP,58124,443,140
2025-06-25 16:45:00+06:00,85,UDP,42250,443,621
2025-06-25 16:45:00+06:00,46,TCP (ACK),38788,443,40
2025-06-25 16:45:00+06:00,97,UDP,37876,443,63
2025-06-25 16:45:00+06:00,198,UDP,40910,443,140
2025-06-25 16:45:00+06:00,50,UDP,10841,36105,60
2025-06-25 16:45:00+06:00,154,TCP (ACK),45154,443,52
2025-06-25 16:45:00+06:00,154,TCP (ACK),45154,443,52
2025-06-25 16:45:00+06:00,266,UDP,54211,443,61
2025-06-25 16:45:00+06:00,228,UDP,46532,10015,83
2025-06-25 16:45:00+06:00,104,UDP,53376,443,61
2025-06-25 16:45:00+06:00,45,UDP,37351,443,63
2025-06-25 16:45:00+06:00,60,TCP (ACK),45460,443,52
2025-06-25 16:45:00+06:00,151,UDP,46750,443,64
2025-06-25 16:45:00+06:00,174,UDP,53095,443,63
2025-06-25 16:45:00+06:00,222,TCP (ACK),53092,443,52
2025-06-25 16:45:00+06:00,222,TCP (ACK),53096,443,64
2025-06-25 16:45:00+06:00,222,TCP (ACK),53090,443,64
2025-06-25 16:45:00+06:00,222,TCP (ACK),53090,443,52
2025-06-25 16:45:00+06:00,123,UDP,63109,443,108
2025-06-25 16:45:00+06:00,123,UDP,63109,443,108
2025-06-25 16:45:00+06:00,109,TCP (ACK),48334,443,76
2025-06-25 16:45:00+06:00,73,UDP,47320,443,108
2025-06-25 16:45:00+06:00,97,UDP,37876,443,62
2025-06-25 16:45:00+06:00,155,UDP,47870,443,146
2025-06-25 16:45:00+06:00,154,TCP (ACK),45156,443,52
2025-06-25 16:45:00+06:00,154,UDP,47108,443,61
2025-06-25 16:45:00+06:00,266,UDP,54211,443,66
2025-06-25 16:45:00+06:00,198,UDP,40910,443,76
2025-06-25 16:45:00+06:00,198,UDP,40910,443,108
2025-06-25 16:45:00+06:00,75,TCP (ACK),53642,443,40
2025-06-25 16:45:00+06:00,12,UDP,39686,443,140
2025-06-25 16:45:00+06:00,169,TCP (ACK),44692,443,52
2025-06-25 16:45:00+06:00,123,UDP,63109,443,108
2025-06-25 16:45:00+06:00,130,TCP (ACK),56850,443,80
2025-06-25 16:45:00+06:00,263,UDP,48079,443,66
2025-06-25 16:45:00+06:00,263,UDP,48079,443,61
2025-06-25 16:45:00+06:00,26,TCP (ACK),40050,443,52
2025-06-25 16:45:00+06:00,118,UDP,42202,443,140
2025-06-25 16:45:00+06:00,164,UDP,38951,5521,30
2025-06-25 16:45:00+06:00,154,UDP,47108,443,61
2025-06-25 16:45:00+06:00,117,TCP (ACK),44038,443,40
2025-06-25 16:45:00+06:00,104,UDP,53376,443,61
2025-06-25 16:45:00+06:00,22,TCP (ACK),46532,443,40
2025-06-25 16:45:00+06:00,212,UDP,33951,443,64
2025-06-25 16:45:00+06:00,214,TCP (ACK),39144,5222,52
2025-06-25 16:45:00+06:00,150,UDP,42163,443,69
2025-06-25 16:45:00+06:00,161,TCP (ACK),49328,443,1432
2025-06-25 16:45:00+06:00,71,UDP,44312,443,57
2025-06-25 16:45:00+06:00,110,UDP,36932,443,63
2025-06-25 16:45:00+06:00,97,UDP,37876,443,64
2025-06-25 16:45:00+06:00,155,UDP,47870,443,151
2025-06-25 16:45:00+06:00,266,UDP,54211,443,61
2025-06-25 16:45:00+06:00,117,TCP (ACK),44694,443,52
2025-06-25 16:45:00+06:00,75,TCP (ACK),53642,443,40
2025-06-25 16:45:00+06:00,75,TCP (ACK),53641,443,40
2025-06-25 16:45:00+06:00,104,UDP,53376,443,61
2025-06-25 16:45:00+06:00,16,UDP,50404,443,61
2025-06-25 16:45:00+06:00,16,UDP,33368,443,61
2025-06-25 16:45:00+06:00,212,UDP,33951,443,69
2025-06-25 16:45:00+06:00,212,UDP,33951,443,65
2025-06-25 16:45:00+06:00,194,TCP (ACK),36430,443,52
2025-06-25 16:45:00+06:00,194,TCP (ACK),36430,443,52
2025-06-25 16:45:00+06:00,214,TCP (ACK),42408,443,64
2025-06-25 16:45:00+06:00,161,TCP (ACK),49328,443,1432
2025-06-25 16:45:00+06:00,212,UDP,33951,443,66
2025-06-25 16:45:00+06:00,189,UDP,51155,443,140
2025-06-25 16:45:00+06:00,107,UDP,59103,443,63
2025-06-25 16:45:00+06:00,136,UDP,43975,443,108
2025-06-25 16:45:00+06:00,136,UDP,43975,443,140
2025-06-25 16:45:00+06:00,136,UDP,43975,443,140
2025-06-25 16:45:00+06:00,136,UDP,43975,443,108
2025-06-25 16:45:00+06:00,136,UDP,43975,443,108
2025-06-25 16:45:00+06:00,59,TCP (ACK),49688,443,40
2025-06-25 16:45:00+06:00,165,UDP,40921,443,63
2025-06-25 16:45:00+06:00,83,UDP,36956,443,61
2025-06-25 16:45:00+06:00,244,"TCP (ACK,PSH)",34484,443,124
2025-06-25 16:45:00+06:00,244,"TCP (ACK,PSH)",34484,443,124
2025-06-25 16:45:00+06:00,123,UDP,63109,443,108
2025-06-25 16:45:00+06:00,110,UDP,36932,443,63
2025-06-25 16:45:00+06:00,35,TCP (ACK),40690,443,52
2025-06-25 16:45:00+06:00,221,UDP,58122,443,57
2025-06-25 16:45:00+06:00,12,UDP,39686,443,140
2025-06-25 16:45:00+06:00,109,TCP (ACK),48334,443,76
2025-06-25 16:45:00+06:00,109,TCP (ACK),48334,443,76
2025-06-25 16:45:00+06:00,76,UDP,58124,443,140
2025-06-25 16:45:00+06:00,187,UDP,47791,3478,151
2025-06-25 16:45:00+06:00,263,UDP,48079,443,61
2025-06-25 16:45:00+06:00,263,UDP,48079,443,61
2025-06-25 16:45:00+06:00,71,UDP,44312,443,57
2025-06-25 16:45:00+06:00,97,UDP,37876,443,64
2025-06-25 16:45:00+06:00,118,UDP,42202,443,140
2025-06-25 16:45:00+06:00,154,"TCP (ACK,PSH)",45198,443,116
2025-06-25 16:45:00+06:00,154,"TCP (ACK,PSH)",45156,443,132
2025-06-25 16:45:00+06:00,75,TCP (ACK),53641,443,40
2025-06-25 16:45:00+06:00,22,TCP (ACK),46532,443,40
2025-06-25 16:45:00+06:00,129,TCP (ACK),49356,443,52
2025-06-25 16:45:00+06:00,75,TCP (ACK),53641,443,40
2025-06-25 16:45:00+06:00,117,TCP (ACK),44038,443,40
2025-06-25 16:45:00+06:00,117,TCP (ACK),44694,443,52
2025-06-25 16:45:00+06:00,194,TCP (ACK),36430,443,52
2025-06-25 16:45:00+06:00,194,UDP,49021,443,140
2025-06-25 16:45:00+06:00,214,TCP (ACK),39934,443,52
2025-06-25 16:45:00+06:00,150,TCP (ACK),52712,443,76
2025-06-25 16:45:00+06:00,174,UDP,53095,443,64
2025-06-25 16:45:00+06:00,165,UDP,40921,443,63
2025-06-25 16:45:00+06:00,253,TCP (ACK),60926,443,80
2025-06-25 16:45:00+06:00,19,TCP (ACK),47342,443,40
2025-06-25 16:45:00+06:00,109,TCP (ACK),48334,443,76
2025-06-25 16:45:00+06:00,97,UDP,37876,443,64
2025-06-25 16:45:00+06:00,110,UDP,36932,443,63
2025-06-25 16:45:00+06:00,71,UDP,49890,9429,310
2025-06-25 16:45:00+06:00,198,UDP,40910,443,108
2025-06-25 16:45:00+06:00,189,UDP,51155,443,140
2025-06-25 16:45:00+06:00,189,UDP,45060,443,76
2025-06-25 16:45:00+06:00,189,UDP,45060,443,76
2025-06-25 16:45:00+06:00,158,UDP,37514,15290,1077
2025-06-25 16:45:00+06:00,158,UDP,37514,15290,975
2025-06-25 16:45:00+06:00,83,UDP,36956,443,61
2025-06-25 16:45:00+06:00,118,UDP,42202,443,140
2025-06-25 16:45:00+06:00,236,UDP,42706,443,73
2025-06-25 16:45:00+06:00,266,UDP,54211,443,60
2025-06-25 16:45:00+06:00,154,TCP (ACK),45154,443,52
2025-06-25 16:45:00+06:00,117,TCP (ACK),44038,443,40
2025-06-25 16:45:00+06:00,198,UDP,40910,443,140
2025-06-25 16:45:00+06:00,16,UDP,50404,443,61
2025-06-25 16:45:00+06:00,16,UDP,33368,443,61
2025-06-25 16:45:00+06:00,123,UDP,63109,443,108
2025-06-25 16:45:00+06:00,123,UDP,63109,443,108
2025-06-25 16:45:00+06:00,109,TCP (ACK),48334,443,76
2025-06-25 16:45:00+06:00,76,UDP,58124,443,140
2025-06-25 16:45:00+06:00,209,TCP (ACK),47410,443,52
2025-06-25 16:45:00+06:00,263,UDP,48079,443,61
2025-06-25 16:45:00+06:00,71,UDP,44312,443,57
2025-06-25 16:45:00+06:00,266,UDP,54211,443,60
2025-06-25 16:45:00+06:00,266,UDP,54211,443,60
2025-06-25 16:45:00+06:00,154,TCP (ACK),45154,443,52
2025-06-25 16:45:00+06:00,154,TCP (ACK),45154,443,52
2025-06-25 16:45:00+06:00,45,UDP,37351,443,64
2025-06-25 16:45:00+06:00,95,UDP,47370,443,63
2025-06-25 16:45:00+06:00,95,UDP,47370,443,63
2025-06-25 16:45:00+06:00,69,TCP (ACK),46360,443,52
2025-06-25 16:45:00+06:00,111,TCP (ACK),6794,443,41
2025-06-25 16:45:00+06:00,85,UDP,42250,443,1246
2025-06-25 16:45:00+06:00,231,TCP (ACK),45866,443,52
2025-06-25 16:45:00+06:00,222,TCP (ACK),53096,443,64
2025-06-25 16:45:00+06:00,222,TCP (ACK),53096,443,64
2025-06-25 16:45:00+06:00,222,TCP (ACK),53090,443,52
2025-06-25 16:45:00+06:00,222,TCP (ACK),53090,443,52
2025-06-25 16:45:00+06:00,222,TCP (ACK),53094,443,52
2025-06-25 16:45:00+06:00,222,TCP (ACK),53094,443,64
2025-06-25 16:45:00+06:00,222,TCP (ACK),53094,443,52
2025-06-25 16:45:00+06:00,83,UDP,36548,10016,456
2025-06-25 16:45:00+06:00,138,TCP (ACK),51498,80,40
2025-06-25 16:45:00+06:00,109,TCP (ACK),48334,443,76
2025-06-25 16:45:00+06:00,256,TCP (ACK),37938,443,52
2025-06-25 16:45:00+06:00,130,TCP (ACK),56850,443,80
2025-06-25 16:45:00+06:00,209,TCP (ACK),47410,443,52
2025-06-25 16:45:00+06:00,154,TCP (ACK),45154,443,52
2025-06-25 16:45:00+06:00,75,TCP (ACK),53642,443,40
2025-06-25 16:45:00+06:00,85,UDP,42250,443,1246
2025-06-25 16:45:00+06:00,147,UDP,43606,4056,1378
2025-06-25 16:45:00+06:00,150,TCP (ACK),52712,443,76
2025-06-25 16:45:00+06:00,59,UDP,56519,443,172
2025-06-25 16:45:00+06:00,253,TCP (ACK),60926,443,80
2025-06-25 16:45:00+06:00,221,UDP,58122,443,57
2025-06-25 16:45:00+06:00,123,UDP,63109,443,108
2025-06-25 16:45:00+06:00,256,TCP (ACK),37938,443,52
2025-06-25 16:45:00+06:00,73,UDP,47320,443,748
2025-06-25 16:45:00+06:00,97,UDP,37876,443,64
2025-06-25 16:45:00+06:00,110,UDP,36932,443,63
2025-06-25 16:45:00+06:00,198,UDP,40910,443,108
2025-06-25 16:45:00+06:00,16,UDP,50404,443,61
2025-06-25 16:45:00+06:00,83,UDP,36956,443,61
2025-06-25 16:45:00+06:00,202,UDP,34799,7241,1009
2025-06-25 16:45:00+06:00,202,UDP,34799,7241,946
2025-06-25 16:45:00+06:00,123,UDP,63109,443,108
2025-06-25 16:45:00+06:00,109,TCP (ACK),48334,443,76
2025-06-25 16:45:00+06:00,149,TCP (ACK),54064,42158,52
2025-06-25 16:45:00+06:00,149,TCP (ACK),54064,42158,40
2025-06-25 16:45:00+06:00,263,UDP,48079,443,61
2025-06-25 16:45:00+06:00,263,UDP,48079,443,61
2025-06-25 16:45:00+06:00,154,TCP (ACK),45154,443,52
2025-06-25 16:45:00+06:00,75,TCP (ACK),53346,443,40
2025-06-25 16:45:00+06:00,117,TCP (ACK),44038,443,40
2025-06-25 16:45:00+06:00,117,TCP (ACK),44038,443,40
2025-06-25 16:45:00+06:00,104,UDP,53376,443,61
2025-06-25 16:45:00+06:00,104,UDP,53376,443,61
2025-06-25 16:45:00+06:00,104,UDP,53376,443,63
2025-06-25 16:45:00+06:00,16,UDP,33368,443,61
2025-06-25 16:45:00+06:00,20,UDP,37097,443,65
2025-06-25 16:45:00+06:00,20,UDP,37097,443,65
2025-06-25 16:45:00+06:00,262,UDP,47582,40003,997
2025-06-25 16:45:00+06:00,174,UDP,53095,443,64
2025-06-25 16:45:00+06:00,202,UDP,34799,7241,1073
2025-06-25 16:45:00+06:00,202,UDP,34799,7241,965
2025-06-25 16:45:00+06:00,149,TCP (ACK),54064,42158,40
2025-06-25 16:45:00+06:00,209,TCP (ACK),47410,443,52
2025-06-25 16:45:00+06:00,76,UDP,58124,443,140
2025-06-25 16:45:00+06:00,97,UDP,49018,4130,46
2025-06-25 16:45:00+06:00,71,UDP,44312,443,57
2025-06-25 16:45:00+06:00,118,UDP,42202,443,140
2025-06-25 16:45:00+06:00,198,UDP,40910,443,108
2025-06-25 16:45:00+06:00,104,UDP,53376,443,65
2025-06-25 16:45:00+06:00,69,TCP (ACK),46360,443,52
2025-06-25 16:45:00+06:00,69,UDP,55314,443,61
2025-06-25 16:45:00+06:00,212,UDP,52086,443,62
2025-06-25 16:45:00+06:00,111,UDP,7095,3478,248
2025-06-25 16:45:00+06:00,20,UDP,60933,443,748
2025-06-25 16:45:00+06:00,20,UDP,37097,443,64
2025-06-25 16:45:00+06:00,20,UDP,37097,443,65
2025-06-25 16:45:00+06:00,20,UDP,37097,443,70
2025-06-25 16:45:00+06:00,20,TCP (ACK),49632,443,52
2025-06-25 16:45:00+06:00,20,UDP,37097,443,65
2025-06-25 16:45:00+06:00,20,UDP,37097,443,64
2025-06-25 16:45:00+06:00,68,UDP,38343,443,64
2025-06-25 16:45:00+06:00,35,TCP (ACK),40690,443,52
2025-06-25 16:45:00+06:00,202,UDP,34799,7241,995
2025-06-25 16:45:00+06:00,202,UDP,34799,7241,1052
2025-06-25 16:45:00+06:00,60,TCP (ACK),48824,443,64
2025-06-25 16:45:00+06:00,150,TCP (ACK),52712,443,76
2025-06-25 16:45:00+06:00,60,TCP (ACK),45460,443,52
2025-06-25 16:45:00+06:00,60,TCP (ACK),48824,443,64
2025-06-25 16:45:00+06:00,60,TCP (ACK),48814,443,52
2025-06-25 16:45:00+06:00,183,UDP,47733,27778,1144
2025-06-25 16:45:00+06:00,60,TCP (ACK),45470,443,52
2025-06-25 16:45:00+06:00,60,TCP (ACK),45470,443,52
2025-06-25 16:45:00+06:00,60,TCP (ACK),45476,443,52
2025-06-25 16:45:00+06:00,60,TCP (ACK),45476,443,52
2025-06-25 16:45:00+06:00,183,UDP,47733,27778,1101
2025-06-25 16:45:00+06:00,136,UDP,43975,443,140
2025-06-25 16:45:00+06:00,136,UDP,43975,443,108
2025-06-25 16:45:00+06:00,136,UDP,43975,443,108
2025-06-25 16:45:00+06:00,136,UDP,43975,443,140
2025-06-25 16:45:00+06:00,136,UDP,43975,443,108
2025-06-25 16:45:00+06:00,198,UDP,40910,443,108
2025-06-25 16:45:00+06:00,16,UDP,50404,443,61
2025-06-25 16:45:00+06:00,16,UDP,33368,443,61
2025-06-25 16:45:00+06:00,104,UDP,53376,443,67
2025-06-25 16:45:00+06:00,212,UDP,52086,443,62
2025-06-25 16:45:00+06:00,212,UDP,52086,443,61
2025-06-25 16:45:00+06:00,60,TCP (ACK),48798,443,52
2025-06-25 16:45:00+06:00,60,TCP (ACK),45470,443,52
2025-06-25 16:45:00+06:00,60,TCP (ACK),45460,443,52
2025-06-25 16:45:00+06:00,60,TCP (ACK),45476,443,64
2025-06-25 16:45:00+06:00,60,TCP (ACK),48824,443,64
2025-06-25 16:45:00+06:00,183,UDP,47733,27778,1041
2025-06-25 16:45:00+06:00,183,UDP,47733,27778,996
2025-06-25 16:45:00+06:00,115,UDP,56320,443,140
2025-06-25 16:45:00+06:00,115,UDP,56320,443,108
2025-06-25 16:45:00+06:00,174,UDP,53095,443,64
2025-06-25 16:45:00+06:00,115,UDP,56320,443,108
2025-06-25 16:45:00+06:00,260,TCP (ACK),40755,443,52
2025-06-25 16:45:00+06:00,19,TCP (ACK),47342,443,40
2025-06-25 16:45:00+06:00,209,TCP (ACK),47410,443,52
2025-06-25 16:45:00+06:00,149,"TCP (ACK,PSH)",58160,443,1452
2025-06-25 16:45:00+06:00,210,UDP,51989,443,57
2025-06-25 16:45:00+06:00,263,UDP,48079,443,61
2025-06-25 16:45:00+06:00,210,UDP,51989,443,57
2025-06-25 16:45:00+06:00,263,UDP,48079,443,61
2025-06-25 16:45:00+06:00,210,UDP,51989,443,57
2025-06-25 16:45:00+06:00,210,UDP,51989,443,57
2025-06-25 16:45:00+06:00,210,UDP,51989,443,70
2025-06-25 16:45:00+06:00,71,UDP,49890,9429,961
2025-06-25 16:45:00+06:00,71,UDP,49890,9429,983
2025-06-25 16:45:00+06:00,71,TCP (ACK),36408,443,52
2025-06-25 16:45:00+06:00,256,TCP (ACK),37936,443,52
2025-06-25 16:45:00+06:00,256,TCP (ACK),37936,443,52
2025-06-25 16:45:00+06:00,154,TCP (ACK),45154,443,52
2025-06-25 16:45:00+06:00,154,TCP (ACK),45152,443,52
2025-06-25 16:45:00+06:00,154,TCP (ACK),45154,443,52
2025-06-25 16:45:00+06:00,75,TCP (ACK),53346,443,40
2025-06-25 16:45:00+06:00,194,TCP (ACK),36430,443,52
2025-06-25 16:45:00+06:00,194,TCP (ACK),36430,443,52
2025-06-25 16:45:00+06:00,246,UDP,55559,443,337
2025-06-25 16:45:00+06:00,236,UDP,42706,443,73
2025-06-25 16:45:00+06:00,189,UDP,51155,443,140
2025-06-25 16:45:00+06:00,189,UDP,45060,443,76
2025-06-25 16:45:00+06:00,189,UDP,51155,443,108
2025-06-25 16:45:00+06:00,165,UDP,40921,443,63
2025-06-25 16:45:00+06:00,239,TCP (ACK),46942,9132,52
2025-06-25 16:45:00+06:00,109,TCP (ACK),48334,443,76
2025-06-25 16:45:00+06:00,109,TCP (ACK),48334,443,76
2025-06-25 16:45:00+06:00,184,TCP (ACK),47986,443,1343
2025-06-25 16:45:00+06:00,149,TCP (ACK),58160,443,1452
2025-06-25 16:45:00+06:00,149,"TCP (ACK,PSH)",58160,443,1452
2025-06-25 16:45:00+06:00,73,UDP,47320,443,108
2025-06-25 16:45:00+06:00,110,UDP,36932,443,63
2025-06-25 16:45:00+06:00,71,UDP,49890,9429,1027
2025-06-25 16:45:00+06:00,71,UDP,49890,9429,991
2025-06-25 16:45:00+06:00,256,TCP (ACK),37936,443,52
2025-06-25 16:45:00+06:00,198,UDP,40910,443,108
2025-06-25 16:45:00+06:00,75,UDP,33824,443,62
2025-06-25 16:45:00+06:00,75,TCP (ACK),53346,443,40
2025-06-25 16:45:00+06:00,152,TCP (ACK),45700,443,1358
2025-06-25 16:45:00+06:00,136,UDP,43975,443,140
2025-06-25 16:45:00+06:00,165,UDP,40921,443,63
2025-06-25 16:45:00+06:00,123,UDP,63109,443,108
2025-06-25 16:45:00+06:00,149,TCP (ACK),58160,443,1452
2025-06-25 16:45:00+06:00,149,"TCP (ACK,PSH)",58160,443,1266
2025-06-25 16:45:00+06:00,149,TCP (ACK),58160,443,1452
2025-06-25 16:45:00+06:00,149,"TCP (ACK,PSH)",58160,443,1452
2025-06-25 16:45:00+06:00,270,"TCP (ACK,PSH)",59912,443,102
2025-06-25 16:45:00+06:00,155,UDP,47870,443,151
2025-06-25 16:45:00+06:00,118,UDP,42202,443,140
2025-06-25 16:45:00+06:00,71,UDP,49890,9429,1112
2025-06-25 16:45:00+06:00,256,TCP (ACK),37936,443,52
2025-06-25 16:45:00+06:00,60,TCP (ACK),45476,443,64
2025-06-25 16:45:00+06:00,60,TCP (ACK),45476,443,64
2025-06-25 16:45:00+06:00,103,TCP (ACK),44558,443,1076
2025-06-25 16:45:00+06:00,152,TCP (ACK),45714,443,52
2025-06-25 16:45:00+06:00,152,TCP (ACK),45700,443,1358
2025-06-25 16:45:00+06:00,152,TCP (ACK),45700,443,1358
2025-06-25 16:45:00+06:00,103,TCP (ACK),44558,443,1076
2025-06-25 16:45:00+06:00,83,UDP,36956,443,60
2025-06-25 16:45:00+06:00,23,UDP,37035,443,60
2025-06-25 16:45:00+06:00,115,UDP,56320,443,108
2025-06-25 16:45:00+06:00,115,UDP,56320,443,140
2025-06-25 16:45:00+06:00,152,TCP (ACK),45700,443,1358
2025-06-25 16:45:00+06:00,256,"TCP (ACK,PSH)",37938,443,132
2025-06-25 16:45:00+06:00,154,TCP (ACK),45154,443,52
2025-06-25 16:45:00+06:00,195,UDP,6168,443,60
2025-06-25 16:45:00+06:00,195,UDP,6168,443,60
2025-06-25 16:45:00+06:00,75,TCP (ACK),53642,443,40
2025-06-25 16:45:00+06:00,16,UDP,33368,443,61
2025-06-25 16:45:00+06:00,212,UDP,33951,443,63
2025-06-25 16:45:00+06:00,104,UDP,53376,443,71
2025-06-25 16:45:00+06:00,104,UDP,53376,443,71
